Mix,Name,Formula,CAS number,inchikey,smiles,[M+H]+,[M+NH4]+,[M+Na]+,[M-H2O+H]+
6,Acetosyringone,C10H12O4,2478-38-8,OJOBTAOGJIWAGB-UHFFFAOYSA-N,CC(=O)C1=CC(=C(C(=C1)OC)O)OC,197.0808,214.1074,219.0628,179.0703
6,Bilirubin,C33H36N4O6,635-65-4,BPYKTIZUTYGOLE-IFADSCNNSA-N,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,585.2708,602.2973,607.2527,567.2602
6,Harmane,C12H10N2,486-84-0,PSFDQSOCUJVVGF-UHFFFAOYSA-N,CC1=NC=CC2=C1NC3=CC=CC=C23,183.0917,200.1182,205.0736,165.0811
6,Kinetin,C10H9N5O,525-79-1,QANMHLXAZMSUEX-UHFFFAOYSA-N,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,216.088,233.1145,238.0699,198.0774
6,Primuletin,C15H10O3,491-78-1,IYBLVRRCNVHZQJ-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC=C3O2)O,239.0703,256.0968,261.0522,221.0597
6,"7,2'-Dihydroxyflavone",C15H10O4,77298-66-9,NUGPQONICGTVNA-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,255.0652,272.0917,277.0471,237.0546
6,Fisetin,C15H10O6,528-48-3,XHEFDIBZLJXQHF-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,287.055,304.0816,309.037,269.0444
6,Linalool (+),C10H18O,No CAS#,CDOSHBSSFJOMGT-JTQLQIEISA-N,CC(=CCC[C@](C)(C=C)O)C,155.143,172.1696,177.125,137.1325
6,3-Hydroxyflavone,C15H10O3,577-85-5,HVQAJTFOCKOKIN-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,239.0703,256.0968,261.0522,221.0597
6,Catechin Tetramethylether,C19H22O6,No CAS#,GKPNPQODFXMCGO-IFXJQAMLSA-N,COC1=C(C=C(C=C1)[C@@H]2[C@H](CC3=C(O2)C=C(C=C3OC)OC)O)OC,347.1489,364.1755,369.1309,329.1384
6,18Alpha-Glycyrrhetinic Acid,C30H46O4,No CAS#,MPDGHEJMBKOTSU-PMTKVOBESA-N,C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,471.3469,488.3734,493.3288,453.3363
6,Hesperetin,C16H14O6,520-33-2,AIONOLUJZLIMTK-AWEZNQCLSA-N,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,303.0863,320.1129,325.0683,285.0757
6,Naringenin,C15H12O5,480-41-1,FTVWIRXFELQLPI-ZDUSSCGKSA-N,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,273.0757,290.1023,295.0577,255.0652
6,Naringin,C27H32O14,10236-47-2,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,581.1865,598.213,603.1684,563.1759
6,Hesperidin,C28H34O15,520-26-3,QUQPHWDTPGMPEX-QJBIFVCTSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,611.197,628.2236,633.179,593.1865
6,Chol-11-Enic Acid,C24H36O3,No CAS#,KGXLWYQCBAUILI-NBHKXLOCSA-N,CC(CCC(=O)O)[C@H]1CCC2[C@@]1(C=CC3C2CC[C@H]4[C@@]3(CCC(=O)C4)C)C,373.2737,390.3003,395.2557,355.2632
6,"Cholic Acid, Methyl Ester",C25H42O5,1448-36-8,DLYVTEULDNMQAR-SRNOMOOLSA-N ,C[C@H](CCC(=O)OC)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,423.3105,440.337,445.2924,405.2999
6,Berbamine,C37H40N2O6,478-61-5 ,DFOCUWZXJBAUSQ-URLMMPGGSA-N,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,609.2959,626.3225,631.2779,591.2853
6,Carminic Acid,C22H20O13,1260-17-9, DGQLVPJVXFOQEV-JNVSTXMASA-N,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,493.0977,510.1242,515.0796,475.0871
6,Epi(13)Torulosol,C20H34O2,3650-30-4,IERFAZQCIAZODG-CENDIDJXSA-N,C[C@@]1(CCC[C@]2([C@H]1CCC(=C)[C@@H]2CC[C@@](C)(C=C)O)C)CO,307.2632,324.2897,329.2451,289.2526
6,4-Methyldaphnetin,C10H8O4,No CAS#,NWQBYMPNIJXFNQ-UHFFFAOYSA-N,CC1=CC(=O)OC2=C1C=CC(=C2O)O,193.0495,210.0761,215.0315,175.039
6,Esculetin,C9H6O4,305-01-1,ILEDWLMCKZNDJK-UHFFFAOYSA-N,C1=CC(=O)OC2=CC(=C(C=C21)O)O,179.0339,196.0604,201.0158,161.0233
6,Scopoletin,C10H8O4,92-61-5,RODXRVNMMDRFIK-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,193.0495,210.0761,215.0315,175.039
6,"3,4-Didesmethyl-5-Deshydroxy-3'-Ethoxyscleroin",C15H14O5,No CAS#,IPLQLQEWXCSIX-UHFFFAOYSA-N,CCOC1=CC=CC(=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,275.0914,292.1179,297.0733,257.0808
6,Picrotoxinin,C15H16O6,17617-45-7,PIMZUZSSNYHVCU-YKWPQBAZSA-N,CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C,293.102,310.1285,315.0839,275.0914
6,Ginkgolide A,C20H24O9,15291-75-5,PUXKXIZEIDQKW-UHFFFAOYSA-N,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O,409.1493,426.1759,431.1313,391.1387
6,Corynanthine,C21H26N2O3,483-10-3,BLGXFZZNTVWLAY-DKJBZYCGSA-N,COC(=O)[C@@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,355.2016,372.2282,377.1836,337.1911
6,Cytisine,C11H14N2O,485-35-8,ANJTVLIZGCUXLD-UHFFFAOYSA-N,C1C2CNCC1C3=CC=CC(=O)N3C2,191.1179,208.1444,213.0998,173.1073
6,S-Isocorydine (+),C20H23NO4,475-67-2,QELDJEKNFOQJOY-ZDUSSCGKSA-N,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,342.17,359.1965,364.1519,324.1594
6,Piperonylic Acid,C8H6O4,94-53-1,VDVJGIYXDVPQLP-UHFFFAOYSA-N,C1OC2=C(O1)C=C(C=C2)C(=O)O,167.0339,184.0604,189.0158,149.0233
6,Parthenolide,C15H20O3,20554-84-1,KTEXNACQROZXEV-SLXBATTESA-N,C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,249.1485,266.1751,271.1305,231.138
6,Monocrotaline,C16H23NO6,315-22-0,QVCMHGGNRFRMAD-XFGHUUIASA-N,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O,326.1598,343.1864,348.1418,308.1492
6,Astaxanthin,C40H52O4,71772-51-5,MQZIGYBFDRPAKN-GNBIBNSWSA-N,CC1=C(C(C[C@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C,597.3938,614.4204,619.3758,579.3833
6,"Dalbergione, 4-Methoxy-4'-Hydroxy-",C16H14O4,No CAS#,DLCVFIMWFKVRTM-UHFFFAOYSA-N,COC1=CC(=O)C(=CC1=O)C(C=C)C2=CC=C(C=C2)O,271.0965,288.123,293.0784,253.0859
6,Boldine,C19H21NO4,476-70-0,LZJRNLRASBVRRX-ZDUSSCGKSA-N,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)OC)O,328.1543,345.1809,350.1363,310.1438
7,Baccatin III,C31H38O11,27548-93-2,OVMSOCFBDVBLFW-VHLOTGQHSA-N,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C,587.2487,604.2752,609.2306,569.2381
7,Lappaconitine,C32H44N2O8,32854-75-4,NWBWCXBPKTTZNQ-BAERZWJTSA-N,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,585.317,602.3436,607.299,567.3065
7,Rhetsinine,C19H17N3O2,526-43-2,RAEOYMOPVHBBKE-UHFFFAOYSA-N  ,CNC1=CC=CC=C1C(=O)N2CCC3=C(C2=O)NC4=CC=CC=C34,320.1394,337.1659,342.1213,302.1288
7,Lagochilin,C20H36O5,23554-81-6,XYPPDQHBNJURHU-UHFFFAOYSA-N,CC1CCC2C(C13CCC(O3)(CCO)CO)(CCC(C2(C)CO)O)C,357.2636,374.2901,379.2455,339.253
7,Chrysanthemic Acid,C10H16O2,10453-89-1,XLOPRKKSAJMMEW-UHFFFAOYSA-N,CC(=CC1C(C1(C)C)C(=O)O)C,169.1223,186.1489,191.1042,151.1117
7,Convallatoxin,C29H42O10,508-75-8,HULMNSIAKWANQO-JQKSAQOKSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,551.2851,568.3116,573.267,533.2745
7,"3,7-Dihydroxyflavone",C15H10O4,492-00-2,UWQJWDYDYIJWKY-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O,255.0652,272.0917,277.0471,237.0546
7,Hieracin,C15H10O7,1621-84-7,DSNIERNBMAVNJI-UHFFFAOYSA-N,C1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3O)O)O)O,303.0499,320.0765,325.0319,285.0394
7,Myricetin,C15H10O8,529-44-2,IKMDFBPHZNJCSN-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,319.0448,336.0714,341.0268,301.0343
7,Diosmetin,C16H12O6,520-34-3,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,301.0707,318.0972,323.0526,283.0601
7,5-Demethylnobiletin,C20H20O8,2174-59-6,DOFJNFPSMUCECH-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC,389.1231,406.1496,411.105,371.1125
7,Rhoifolin,C27H30O14,17306-46-6,RPMNUQRUHXIGHK-PYXJVEIZSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,579.1708,596.1974,601.1528,561.1603
7,Harpagoside,C24H30O11,19210-12-9,KVRQGMOSZKPBNS-FMHLWDFHSA-N,C[C@@]1(C[C@H]([C@]2([C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)OC(=O)/C=C/C4=CC=CC=C4,495.1861,512.2126,517.168,477.1755
7,Hederagenin,C30H48O4,465-99-6,PGOYMURMZNDHNS-MYPRUECHSA-N,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,473.3625,490.3891,495.3445,455.352
7,URSODIOL,C24H40O4,128-13-2,RUDATBOHQWOJDD-UZVSRGJWSA-N  ,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,393.2999,410.3265,415.2819,375.2894
7,Betulinic Acid,C30H48O3,472-15-1,QGJZLNKBHJESQX-FZFNOLFKSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,457.3676,474.3942,479.3496,439.3571
7,Isoliquiritigenin,C15H12O4,961-29-5,DXDRHHKMWQZJHT-FPYGCLRLSA-N,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,257.0808,274.1074,279.0628,239.0703
7,Resveratrol 4'-Methyl Ether,C15H14O3,33626-08-3,IHVRWFJGOIWMGC-NSCUHMNNSA-N,COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O,243.1016,260.1281,265.0835,225.091
7,"2',4'-Dihydroxychalcone",C15H12O3,1776-30-3,JUMSUVHHUVPSOY-RMKNXTFCSA-N,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,241.0859,258.1125,263.0679,223.0754
7,"2',4-Dihydroxy-3,4',6'-Trimethoxychalcone",C18H18O6,112572-59-5,BXXKRESPUSMTEI-FNORWQNLSA-N,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,331.1176,348.1442,353.0996,313.1071
7,Alpha-Mangostin,C24H26O6,11/1/47,GNRIZKKCNOBBMO-UHFFFAOYSA-N,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,411.1802,428.2068,433.1622,393.1697
7,Mangiferin,C19H18O11,4773-96-0,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,423.0922,440.1187,445.0741,405.0816
7,21-Acetoxypregnenolone,C23H34O4,566-78-9,MDJRZSNPHZEMJH-MTMZYOSNSA-N,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,375.253,392.2795,397.2349,357.2424
7,"3,4-Dimethoxycinnamic Acid",C11H12O4,14737-89-4,HJBWJAPEBGSQPR-GQCTYLIASA-N,COC1=C(C=C(C=C1)/C=C/C(=O)O)OC,209.0808,226.1074,231.0628,191.0703
7,Caffeic Acid,C9H8O4,331-39-5,QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,181.0495,198.0761,203.0315,163.039
7,Picropodophyllin,C22H22O8,477-47-4,YJGVMLPVUAXIQN-HAEOHBJNSA-N,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,415.1387,432.1653,437.1207,397.1282
7,Salsoline,C11H15NO2,89-31-6,YTPRLBGPGZHUPD-ZETCQYMHSA-N,C[C@H]1C2=CC(=C(C=C2CCN1)O)OC,194.1176,211.1441,216.0995,176.107
7,TRYPTOPHAN,C11H12N2O2,73-22-3 ,QIVBCDIJIAJPQS-VIFPVBQESA-N,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,205.0972,222.1237,227.0791,187.0866
7,Salsolidine,C12H17NO2,493-48-1,HMYJLVDKPJHJCF-QMMMGPOBSA-N,C[C@H]1C2=CC(=C(C=C2CCN1)OC)OC,208.1332,225.1598,230.1151,190.1226
7,Plumbagin,C11H8O3,481-42-5,VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,189.0546,206.0812,211.0366,171.0441
7,Desacetylcolforsin,C20H32O6,64657-20-1,WPDITXOBNLYZHH-KAACEJSMSA-N,C[C@@]1(CC(=O)[C@@]2([C@]3([C@H](CCC([C@@H]3[C@@H]([C@@H]([C@]2(O1)C)O)O)(C)C)O)C)O)C=C,369.2272,386.2537,391.2091,351.2166
7,Cafestol Acetate,C22H30O4,81760-48-7,PTGGVIKFNQSFBY-UHFFFAOYSA-N  ,CC(=O)OCC1(CC23CCC4C5=C(CCC4(C2CCC1C3)C)OC=C5)O,359.2217,376.2482,381.2036,341.2111
7,Violastyrene,C17H18O3,19034-96-9,MGFYJNMOZGSGMU-RMKNXTFCSA-N,COC1=CC(=C(C=C1C/C=C/C2=CC=CC=C2)OC)O,271.1329,288.1594,293.1148,253.1223
7,Cevadine,C32H49NO9,62-59-9,DBUCFOVFALNEOO-UQMLTJKFSA-N,C/C=C(/C)\C(=O)O[C@H]1CC[C@]2([C@H]3C1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7[C@@]([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C,592.348,609.3746,614.33,574.3374
7,Aphyllic Acid,C4H13N3O4S2,642-67-1,LMMWAZJYIKMWJE-UHFFFAOYSA-N,CN=C(N)SCCN.OS(=O)(=O)O,232.042,249.0686,254.024,214.0315
7,Ursinoic Acid,C15H16O5,30265-59-9,XUXBOSSCMLZGTA-UHFFFAOYSA-N ,CC1(C=CC2=C(C=CC(=C2O1)C(=O)CC(=O)O)OC)C,277.1071,294.1336,299.089,259.0965
7,10-Hydroxycamptothecin,C20H16N2O5,19685-09-7,HAWSQZCWOQZXHI-FQEVSTJZSA-N,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O,365.1132,382.1397,387.0951,347.1026
7,Evoxine,C18H21NO6,522-11-2,FGANMDNHTVJAHL-UHFFFAOYSA-N,CC(C)(C(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O)O,348.1442,365.1707,370.1261,330.1336
7,Cafestol,C20H28O3,469-83-0,DNJVYWXIDISQRD-HWUKTEKMSA-N,C[C@@]12CCC3=C([C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O)C=CO3,317.2111,334.2377,339.1931,299.2006
7,Tryptamine,C10H12N2,61-54-1,APJYDQYYACXCRM-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CCN,161.1073,178.1339,183.0893,143.0968
8,12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE,C19H18O6,No CAS#,WEJZLJFKUYPPDV-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C=C3C4=CC(=C(C=C4OCC3(O2)O)OC)OC,343.1176,360.1442,365.0996,325.1071
8,Citrinin,C13H14O5,518-75-2,CBGDIJWINPWWJW-IYSWYEEDSA-N,C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,251.0914,268.1179,273.0733,233.0808
8,Curcumin,C21H20O6,458-37-7,ZIUSSTSXXLLKKK-KOBPDPAPSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,369.1333,386.1598,391.1152,351.1227
8,"Mandelic Acid, Methyl Ester",C9H10O3,No CAS#,ITATYELQCJRCCK-UHFFFAOYSA-N,COC(=O)C(C1=CC=CC=C1)O,167.0703,184.0968,189.0522,149.0597
8,Huperzine A,C15H18N2O,102518-79-6,ZRJBHWIHUMBLCN-ZUZCIYMTSA-N ,CC=C1[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,243.1492,260.1757,265.1311,225.1386
8,Laccaic Acid A,C26H19NO12,15979-35-8,IHLWXZNPOVMUFQ-UHFFFAOYSA-N,CC(=O)NCCC1=CC(=C(C=C1)O)C2=C(C3=C(C(=C2O)O)C(=O)C4=CC(=C(C(=C4C3=O)C(=O)O)C(=O)O)O)O,538.098,555.1245,560.0799,520.0874
8,Rhizocarpic Acid,C28H23NO6,18463-11-1,DKDGWAKCXBFTMM-KFHWJWAOSA-N,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)/C(=C\2/C(=C(C(=O)O2)C3=CC=CC=C3)O)/C4=CC=CC=C4,470.1598,487.1864,492.1418,452.1492
8,Piperic Acid,C12H10O4,5285-18-7,RHBGITBPARBDPH-UHFFFAOYSA-N,C1OC2=C(O1)C=C(C=C2)C=CC=CC(=O)O,219.0652,236.0917,241.0471,201.0546
8,Alpha-Ergocryptine,C32H41N5O5,511-09-1,YDOTUXAWKBPQJW-NSLWYYNWSA-N,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,576.318,593.3446,598.3,558.3075
8,Rhodocladonic Acid,C15H10O8,CAS provided not on PubChem,UTQKMDZXMYCSCI-UHFFFAOYSA-N,CC(=O)C1=C(C2=C(O1)C=C3C(=C2O)C(=O)C(=C(C3=O)OC)O)O,319.0448,336.0714,341.0268,301.0343
8,Lobaric Acid,C25H28O8,No CAS#,JHEWMLHQNRHTQX-UHFFFAOYSA-N,CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)C(=O)CCCC)OC)O)C(=O)O,457.1857,474.2122,479.1676,439.1751
8,Kaempferol,C15H10O6,520-18-3,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,287.055,304.0816,309.037,269.0444
8,"3-Hydroxy-3',4'-Dimethoxyflavone",C17H14O5,6889-80-1,BXLAVJWSFYZDPF-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O)OC,299.0914,316.1179,321.0733,281.0808
8,"7,8-Dihydroxyflavone",C15H10O4,38183-03-8,COCYGNDCWFKTMF-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O,255.0652,272.0917,277.0471,237.0546
8,FORMONONETIN,C16H12O4,485-72-3,HKQYGTCOTHHOMP-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,269.0808,286.1074,291.0628,251.0703
8,Epitestosterone,C19H28O2,481-30-1,MUMGGOZAMZWBJJ-KZYORJDKSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C,289.2162,306.2428,311.1981,271.2056
8,Helicin,C13H16O7,618-65-5,BGOFCVIGEYGEOF-UJPOAAIJSA-N,C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,285.0969,302.1234,307.0788,267.0863
8,Icariin,C33H40O15,489-32-7,TZJALUIVHRYQQB-XLRXWWTNSA-N  ,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,677.244,694.2705,699.2259,659.2334
8,"2',3-Dihydroxy-4,4',6'-Trimethoxychalcone",C18H18O6,38186-71-9,WMOWJHFPSNZXSK-GQCTYLIASA-N  ,COC1=C(C=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2OC)OC)O)O,331.1176,348.1442,353.0996,313.1071
8,"2',5'-Dihydroxy-4-Methoxychalcone",C16H14O4,6342-92-3,FUQGIYDZGLORRC-XBXARRHUSA-N,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=CC(=C2)O)O,271.0965,288.123,293.0784,253.0859
8,MYCOPHENOLIC ACID,C17H20O6,24280-93-1,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,321.1333,338.1598,343.1152,303.1227
8,DIMETHYLCAFFEIC ACID,C11H12O4,14737-89-4,HJBWJAPEBGSQPR-GQCTYLIASA-N,COC1=C(C=C(C=C1)/C=C/C(=O)O)OC,209.0808,226.1074,231.0628,191.0703
8,"1-Hydroxy-3,6,7-Trimethoxy-2,8-Diprenylxanthone",C26H30O6,15404-76-9,FCIKYGUVHWZSJV-UHFFFAOYSA-N,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)OC)CC=C(C)C)OC)C,439.2115,456.2381,461.1935,421.201
8,Guaiol(-),C15H26O,489-86-1,TWVJWDMOZJXUID-SDDRHHMPSA-N,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,223.2056,240.2322,245.1876,205.1951
8,"1R,2S-Phenylpropylamine",C9H13NO,14838-15-4,DLNKOYKMWOXYQA-VXNVDRBHSA-N,C[C@H]([C@H](C1=CC=CC=C1)O)N,152.107,169.1335,174.0889,134.0964
8,Perillyl Alcohol,C10H16O,536-59-4,NDTYTMIUWGWIMO-SNVBAGLBSA-N,CC(=C)[C@H]1CCC(=CC1)CO,153.1274,170.1539,175.1093,135.1168
8,Skatole,C9H9N,83-34-1,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,CC1=CNC2=CC=CC=C12,132.0808,149.1073,154.0627,114.0702
8,Kojic Acid,C6H6O4,501-30-4,BEJNERDRQOWKJM-UHFFFAOYSA-N  ,C1=C(OC=C(C1=O)O)CO  ,143.0339,160.0604,165.0158,125.0233
8,Indole-3-Carbinol,C9H9NO,700-06-1,IVYPNXXAYMYVSP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CO,148.0757,165.1022,170.0576,130.0651
8,Asiatic Acid,C30H48O5,464-92-6,JXSVIVRDWWRQRT-UYDOISQJSA-N,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,489.3575,506.384,511.3394,471.3469
8,PURPUROGALLIN-4-CARBOXYLIC ACID,C12H8O7,No CAS#,PJSKCCANFAFYHW-UHFFFAOYSA-N,C1=C2C=C(C(=C(C2=C(C(=O)C=C1C(=O)O)O)O)O)O,265.0343,282.0608,287.0162,247.0237
