Mix,Name,Formula,inchikey,smiles,RT,[M+H]+,[M+NH4]+,[M+Na]+,[M-H2O+H]+
9,EUGENOL_glycoside,C9H10O2,RRAFCDWBNXTKKO-UHFFFAOYSA-N ,OC1=C(C=CC(=C1)CC=C)O  ,0,313.1287,330.1552,335.1106,295.1181
9,EUGENOL_diglycoside,C9H10O2,RRAFCDWBNXTKKO-UHFFFAOYSA-N ,OC1=C(C=CC(=C1)CC=C)O  ,0,475.182,492.2085,497.1639,457.1714
9,RETUSIN 7-METHYL ETHER,C16H12O5,RRCYPDDIDYVEIW-UHFFFAOYSA-N ,OC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)OC,0,285.0757,302.1023,307.0577,267.0652
9,RETUSIN 7-METHYL ETHER_glycoside,C16H12O5,RRCYPDDIDYVEIW-UHFFFAOYSA-N ,OC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)OC,0,447.129,464.1556,469.111,429.1185
9,RETUSIN 7-METHYL ETHER_diglycoside,C16H12O5,RRCYPDDIDYVEIW-UHFFFAOYSA-N ,OC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)OC,0,609.1823,626.2089,631.1643,591.1718
9,ROBUSTIC ACID,C22H20O6,MBZKDBQDALOSRP-UHFFFAOYSA-N  ,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C,0,381.1333,398.1598,403.1152,363.1227
9,ROBUSTIC ACID_glycoside,C22H20O6,MBZKDBQDALOSRP-UHFFFAOYSA-N  ,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C,0,543.1866,560.2131,565.1685,525.176
9,ROBUSTIC ACID_diglycoside,C22H20O6,MBZKDBQDALOSRP-UHFFFAOYSA-N  ,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C,0,705.2399,722.2664,727.2218,687.2293
9,HAEMATOXYLIN PENTAACETATE,C26H24O12,JXUGSXOSZMZDGF-UHFFFAOYSA-N ,CC(=O)OC1=C(C2=C(C=C1)C3C4=CC(=C(C(=C4CC3(CO2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C  ,0,529.1341,546.1606,551.116,511.1235
9,HAEMATOXYLIN PENTAACETATE_glycoside,C26H24O12,JXUGSXOSZMZDGF-UHFFFAOYSA-N ,CC(=O)OC1=C(C2=C(C=C1)C3C4=CC(=C(C(=C4CC3(CO2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C  ,0,691.1874,708.2139,713.1693,673.1768
9,HAEMATOXYLIN PENTAACETATE_diglycoside,C26H24O12,JXUGSXOSZMZDGF-UHFFFAOYSA-N ,CC(=O)OC1=C(C2=C(C=C1)C3C4=CC(=C(C(=C4CC3(CO2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C  ,0,853.2407,870.2672,875.2226,835.2301
9,PROSCILLARIDIN,C30H42O8,MYEJFUXQJGHEQK-ALRJYLEOSA-N ,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O ,0,531.2952,548.3218,553.2772,513.2847
9,PROSCILLARIDIN_glycoside,C30H42O8,MYEJFUXQJGHEQK-ALRJYLEOSA-N ,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O ,0,693.3485,710.3751,715.3305,675.338
9,PROSCILLARIDIN_diglycoside,C30H42O8,MYEJFUXQJGHEQK-ALRJYLEOSA-N ,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O ,0,855.4018,872.4284,877.3838,837.3913
9,beta-TOXICAROL,C23H22O7,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,0,411.1438,428.1704,433.1258,393.1333
9,beta-TOXICAROL_glycoside,C23H22O7,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,0,573.1971,590.2237,595.1791,555.1866
9,beta-TOXICAROL_diglycoside,C23H22O7,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,CC1(C=CC2=C(C3=C(C=C2O1)O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C  ,0,735.2504,752.277,757.2324,717.2399
9,6-HYDROXYANGOLENSIC ACID METHYL ESTER,C27H34O8,GOYZKWCPWBKPIG-RNKBQGBYSA-N  , C[C@@]12CCC3C(=C)[C@]1(CC(=O)O[C@H]2C4=COC=C4)O[C@@H]5[C@]3([C@H](C(C(=O)C5)(C)C)C(C(=O)OC)O)C  ,0,487.2326,504.2592,509.2146,469.2221
9,6-HYDROXYANGOLENSIC ACID METHYL ESTER_glycoside,C27H34O8,GOYZKWCPWBKPIG-RNKBQGBYSA-N  , C[C@@]12CCC3C(=C)[C@]1(CC(=O)O[C@H]2C4=COC=C4)O[C@@H]5[C@]3([C@H](C(C(=O)C5)(C)C)C(C(=O)OC)O)C  ,0,649.2859,666.3125,671.2679,631.2754
9,6-HYDROXYANGOLENSIC ACID METHYL ESTER_diglycoside,C27H34O8,GOYZKWCPWBKPIG-RNKBQGBYSA-N  , C[C@@]12CCC3C(=C)[C@]1(CC(=O)O[C@H]2C4=COC=C4)O[C@@H]5[C@]3([C@H](C(C(=O)C5)(C)C)C(C(=O)OC)O)C  ,0,811.3392,828.3658,833.3212,793.3287
9,EMETINE,C29H40N2O4,AUVVAXYIELKVAI-CKBKHPSWSA-N,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,0,481.3061,498.3326,503.288,463.2955
9,EMETINE_glycoside,C29H40N2O4,AUVVAXYIELKVAI-CKBKHPSWSA-N,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,0,643.3594,660.3859,665.3413,625.3488
9,EMETINE_diglycoside,C29H40N2O4,AUVVAXYIELKVAI-CKBKHPSWSA-N,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,0,805.4127,822.4392,827.3946,787.4021
9,FUSIDIC ACID,C31H48O6,IECPWNUMDGFDKC-MZJAQBGESA-N  ,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C  ,0,517.3524,534.3789,539.3343,499.3418
9,FUSIDIC ACID_glycoside,C31H48O6,IECPWNUMDGFDKC-MZJAQBGESA-N  ,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C  ,0,679.4057,696.4322,701.3876,661.3951
9,FUSIDIC ACID_diglycoside,C31H48O6,IECPWNUMDGFDKC-MZJAQBGESA-N  ,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C  ,0,841.459,858.4855,863.4409,823.4484
9,TRIDESACETOXYKHIVORIN,C26H36O7,MGQUMSFBIYXTTE-FIYJXLSPSA-N  ,C[C@@]12CCC3[C@]4([C@H](C[C@H](C(C4C[C@H]([C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)O)(C)C)O)O)C,0,461.2534,478.2799,483.2353,443.2428
9,TRIDESACETOXYKHIVORIN_glycoside,C26H36O7,MGQUMSFBIYXTTE-FIYJXLSPSA-N  ,C[C@@]12CCC3[C@]4([C@H](C[C@H](C(C4C[C@H]([C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)O)(C)C)O)O)C,0,623.3067,640.3332,645.2886,605.2961
9,TRIDESACETOXYKHIVORIN_diglycoside,C26H36O7,MGQUMSFBIYXTTE-FIYJXLSPSA-N  ,C[C@@]12CCC3[C@]4([C@H](C[C@H](C(C4C[C@H]([C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)O)(C)C)O)O)C,0,785.36,802.3865,807.3419,767.3494
9,ACETYL ISOGAMBOGIC ACID,C40H46O9, REDMIYQFNIRTDF-AKZXAPPFSA-N  ,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2OC(=O)C)C(=O)C4=C[C@@H]5CC6[C@@]4(O3)C(C5=O)(OC6(C)C)C/C=C(\C)/C(=O)O)CC=C(C)C)C)C  ,0,671.3215,688.348,693.3034,653.3109
9,ACETYL ISOGAMBOGIC ACID_glycoside,C40H46O9, REDMIYQFNIRTDF-AKZXAPPFSA-N  ,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2OC(=O)C)C(=O)C4=C[C@@H]5CC6[C@@]4(O3)C(C5=O)(OC6(C)C)C/C=C(\C)/C(=O)O)CC=C(C)C)C)C  ,0,833.3748,850.4013,855.3567,815.3642
9,ACETYL ISOGAMBOGIC ACID_diglycoside,C40H46O9, REDMIYQFNIRTDF-AKZXAPPFSA-N  ,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2OC(=O)C)C(=O)C4=C[C@@H]5CC6[C@@]4(O3)C(C5=O)(OC6(C)C)C/C=C(\C)/C(=O)O)CC=C(C)C)C)C  ,0,995.4281,1012.4546,1017.41,977.4175
9,HYDROQUINIDINE,C20H26N2O2,LJOQGZACKSYWCH-LHHVKLHASA-N  ,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O  ,0,327.2067,344.2333,349.1886,309.1961
9,HYDROQUINIDINE_glycoside,C20H26N2O2,LJOQGZACKSYWCH-LHHVKLHASA-N  ,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O  ,0,489.26,506.2866,511.2419,471.2494
9,HYDROQUINIDINE_diglycoside,C20H26N2O2,LJOQGZACKSYWCH-LHHVKLHASA-N  ,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O  ,0,651.3133,668.3399,673.2952,633.3027
9,OCTOPAMINE,C8H11NO2,QHGUCRYDKWKLMG-UHFFFAOYSA-N  , C1=CC(=CC=C1C(CN)O)O  ,0,154.0863,171.1128,176.0682,136.0757
9,OCTOPAMINE_glycoside,C8H11NO2,QHGUCRYDKWKLMG-UHFFFAOYSA-N  , C1=CC(=CC=C1C(CN)O)O  ,0,316.1396,333.1661,338.1215,298.129
9,OCTOPAMINE_diglycoside,C8H11NO2,QHGUCRYDKWKLMG-UHFFFAOYSA-N  , C1=CC(=CC=C1C(CN)O)O  ,0,478.1929,495.2194,500.1748,460.1823
9,TRIGONELLINE,C7H7NO2,WWNNZCOKKKDOPX-UHFFFAOYSA-N  ,C[N+]1=CC=CC(=C1)C(=O)[O-]  ,0,138.055,155.0815,160.0369,120.0444
9,TRIGONELLINE_glycoside,C7H7NO2,WWNNZCOKKKDOPX-UHFFFAOYSA-N  ,C[N+]1=CC=CC(=C1)C(=O)[O-]  ,0,300.1083,317.1348,322.0902,282.0977
9,TRIGONELLINE_diglycoside,C7H7NO2,WWNNZCOKKKDOPX-UHFFFAOYSA-N  ,C[N+]1=CC=CC(=C1)C(=O)[O-]  ,0,462.1616,479.1881,484.1435,444.151
9,ARTEMISIN,C15H18O4,LUHMMHZLDLBAKX-DBIGVJDZSA-N  ,C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O  ,0,263.1278,280.1543,285.1097,245.1172
9,ARTEMISIN_glycoside,C15H18O4,LUHMMHZLDLBAKX-DBIGVJDZSA-N  ,C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O  ,0,425.1811,442.2076,447.163,407.1705
9,ARTEMISIN_diglycoside,C15H18O4,LUHMMHZLDLBAKX-DBIGVJDZSA-N  ,C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O  ,0,587.2344,604.2609,609.2163,569.2238
9,ROSMARINIC ACID,C18H16O8,OUMFZQKYFQNTF-ZZXKWVIFSA-N  ,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O ,0,361.0918,378.1183,383.0737,343.0812
9,ROSMARINIC ACID_glycoside,C18H16O8,OUMFZQKYFQNTF-ZZXKWVIFSA-N  ,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O ,0,523.1451,540.1716,545.127,505.1345
9,ROSMARINIC ACID_diglycoside,C18H16O8,OUMFZQKYFQNTF-ZZXKWVIFSA-N  ,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O ,0,685.1984,702.2249,707.1803,667.1878
9,PERILLIC ACID (-),C10H14O2,CDSMSBUVCWHORP-UHFFFAOYSA-N  ,CC(=C)C1CCC(=CC1)C(=O)O  ,0,167.1067,184.1332,189.0886,149.0961
9,PERILLIC ACID (-)_glycoside,C10H14O2,CDSMSBUVCWHORP-UHFFFAOYSA-N  ,CC(=C)C1CCC(=CC1)C(=O)O  ,0,329.16,346.1865,351.1419,311.1494
9,PERILLIC ACID (-)_diglycoside,C10H14O2,CDSMSBUVCWHORP-UHFFFAOYSA-N  ,CC(=C)C1CCC(=CC1)C(=O)O  ,0,491.2133,508.2398,513.1952,473.2027
9,GAMBOGIC ACID,C38H44O8,EZHEQNLKAOMCA-RRZNCOCZSA-N  ,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C ,0,629.3109,646.3374,651.2928,611.3003
9,GAMBOGIC ACID_glycoside,C38H44O8,EZHEQNLKAOMCA-RRZNCOCZSA-N  ,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C ,0,791.3642,808.3907,813.3461,773.3536
9,GAMBOGIC ACID_diglycoside,C38H44O8,EZHEQNLKAOMCA-RRZNCOCZSA-N  ,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C ,0,953.4175,970.444,975.3994,935.4069
9,"ORSELLINIC ACID, ETHYL ESTER",C10H12O4,UQSRXQMIXSZGLA-UHFFFAOYSA-N  ,CCOC(=O)C1=C(C=C(C=C1C)O)O ,0,197.0808,214.1074,219.0628,179.0703
9,"ORSELLINIC ACID, ETHYL ESTER_glycoside",C10H12O4,UQSRXQMIXSZGLA-UHFFFAOYSA-N  ,CCOC(=O)C1=C(C=C(C=C1C)O)O ,0,359.1341,376.1607,381.1161,341.1236
9,"ORSELLINIC ACID, ETHYL ESTER_diglycoside",C10H12O4,UQSRXQMIXSZGLA-UHFFFAOYSA-N  ,CCOC(=O)C1=C(C=C(C=C1C)O)O ,0,521.1874,538.214,543.1694,503.1769
9,HAEMATOPORPHYRIN,C34H38N4O6,FKRXESVMDBTNQ-UHFFFAOYSA-N  ,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O  ,0,599.2864,616.313,621.2684,581.2758
9,HAEMATOPORPHYRIN_glycoside,C34H38N4O6,FKRXESVMDBTNQ-UHFFFAOYSA-N  ,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O  ,0,761.3397,778.3663,783.3217,743.3291
9,HAEMATOPORPHYRIN_diglycoside,C34H38N4O6,FKRXESVMDBTNQ-UHFFFAOYSA-N  ,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O  ,0,923.393,940.4196,945.375,905.3824
9,4-ACETOXYPHENOL,C8H8O3,HBMCQTHGYMTCOF-UHFFFAOYSA-N  ,CC(=O)OC1=CC=C(C=C1)O  ,0,153.0546,170.0812,175.0366,135.0441
9,4-ACETOXYPHENOL_glycoside,C8H8O3,HBMCQTHGYMTCOF-UHFFFAOYSA-N  ,CC(=O)OC1=CC=C(C=C1)O  ,0,315.1079,332.1345,337.0899,297.0974
9,4-ACETOXYPHENOL_diglycoside,C8H8O3,HBMCQTHGYMTCOF-UHFFFAOYSA-N  ,CC(=O)OC1=CC=C(C=C1)O  ,0,477.1612,494.1878,499.1432,459.1507
9,DIGOXIGENIN,C22H31O5,SHIBSTMRCDJXLN-KCZCNTNESA-N  ,[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O ,0,376.2244,393.251,398.2064,358.2139
9,DIGOXIGENIN_glycoside,C22H31O5,SHIBSTMRCDJXLN-KCZCNTNESA-N  ,[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O ,0,538.2777,555.3043,560.2597,520.2672
9,DIGOXIGENIN_diglycoside,C22H31O5,SHIBSTMRCDJXLN-KCZCNTNESA-N  ,[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O ,0,700.331,717.3576,722.313,682.3205
9,"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE",C15H14O5,VYIBOCHDJVESIU-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O  ,0,275.0914,292.1179,297.0733,257.0808
9,"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE_glycoside",C15H14O5,VYIBOCHDJVESIU-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O  ,0,437.1447,454.1712,459.1266,419.1341
9,"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE_diglycoside",C15H14O5,VYIBOCHDJVESIU-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O  ,0,599.198,616.2245,621.1799,581.1874
9,MITOMYCIN C,C15H18N4O5,NWIBSHFKIJFRCO-WUDYKRTCSA-N  ,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N  ,0,335.135,352.1615,357.1169,317.1244
9,MITOMYCIN C_glycoside,C15H18N4O5,NWIBSHFKIJFRCO-WUDYKRTCSA-N  ,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N  ,0,497.1883,514.2148,519.1702,479.1777
9,MITOMYCIN C_diglycoside,C15H18N4O5,NWIBSHFKIJFRCO-WUDYKRTCSA-N  ,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N  ,0,659.2416,676.2681,681.2235,641.231
9,4'-HYDROXYCHALCONE,C15H12O2,UAHGNXFYLAJDIN-IZZDOVSWSA-N  ,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,0,225.091,242.1176,247.0729,207.0804
9,4'-HYDROXYCHALCONE_glycoside,C15H12O2,UAHGNXFYLAJDIN-IZZDOVSWSA-N  ,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,0,387.1443,404.1709,409.1262,369.1337
9,4'-HYDROXYCHALCONE_diglycoside,C15H12O2,UAHGNXFYLAJDIN-IZZDOVSWSA-N  ,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,0,549.1976,566.2242,571.1795,531.187
9,BISABOLOL,C15H26O,RGZSQWQPBWRIAQ-LSDHHAIUSA-N  ,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O ,0,223.2056,240.2322,245.1876,205.1951
9,BISABOLOL_glycoside,C15H26O,RGZSQWQPBWRIAQ-LSDHHAIUSA-N  ,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O ,0,385.2589,402.2855,407.2409,367.2484
9,BISABOLOL_diglycoside,C15H26O,RGZSQWQPBWRIAQ-LSDHHAIUSA-N  ,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O ,0,547.3122,564.3388,569.2942,529.3017
9,OXONITINE,C33H43NO12,SVQZFPSKTHNMRD-DZCZYSFVSA-N  ,CC(=O)OC12[C@H]3[C@@H](C4[C@@]5(CN(C3[C@]4([C@H](C[C@H]5O)OC)C6C1C(C(C6)(C(C2O)OC)O)OC(=O)C7=CC=CC=C7)C=O)COC)OC,0,646.2858,663.3123,668.2677,628.2752
9,OXONITINE_glycoside,C33H43NO12,SVQZFPSKTHNMRD-DZCZYSFVSA-N  ,CC(=O)OC12[C@H]3[C@@H](C4[C@@]5(CN(C3[C@]4([C@H](C[C@H]5O)OC)C6C1C(C(C6)(C(C2O)OC)O)OC(=O)C7=CC=CC=C7)C=O)COC)OC,0,808.3391,825.3656,830.321,790.3285
9,OXONITINE_diglycoside,C33H43NO12,SVQZFPSKTHNMRD-DZCZYSFVSA-N  ,CC(=O)OC12[C@H]3[C@@H](C4[C@@]5(CN(C3[C@]4([C@H](C[C@H]5O)OC)C6C1C(C(C6)(C(C2O)OC)O)OC(=O)C7=CC=CC=C7)C=O)COC)OC,0,970.3924,987.4189,992.3743,952.3818
9,DIGITOXIN,C41H64O13,WDJUZGPOPHTGOT-XUDUSOBPSA-N  , C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O  ,0,765.442,782.4685,787.4239,747.4314
9,DIGITOXIN_glycoside,C41H64O13,WDJUZGPOPHTGOT-XUDUSOBPSA-N  , C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O  ,0,927.4953,944.5218,949.4772,909.4847
9,DIGITOXIN_diglycoside,C41H64O13,WDJUZGPOPHTGOT-XUDUSOBPSA-N  , C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O  ,0,1089.5486,1106.5751,1111.5305,1071.538
9,HARMALOL,C12H12N2O,RHVPEFQDYMMNSY-UHFFFAOYSA-N,CC1=NCCC2=C1NC3=C2C=CC(=C3)O,0,201.1022,218.1288,223.0842,183.0917
9,HARMALOL_glycoside,C12H12N2O,RHVPEFQDYMMNSY-UHFFFAOYSA-N,CC1=NCCC2=C1NC3=C2C=CC(=C3)O,0,363.1555,380.1821,385.1375,345.145
9,HARMALOL_diglycoside,C12H12N2O,RHVPEFQDYMMNSY-UHFFFAOYSA-N,CC1=NCCC2=C1NC3=C2C=CC(=C3)O,0,525.2088,542.2354,547.1908,507.1983
10,(+/-)-Rutaretin,C14H14O5,FVFQELHSZVFPDZ-UHFFFAOYSA-N  ,CC(C)(C1CC2=C(O1)C(=C3C(=C2)C=CC(=O)O3)O)O  ,0,263.0914,280.1179,285.0733,245.0808
10,(+/-)-Rutaretin_glycoside,C14H14O5,FVFQELHSZVFPDZ-UHFFFAOYSA-N  ,CC(C)(C1CC2=C(O1)C(=C3C(=C2)C=CC(=O)O3)O)O  ,0,425.1447,442.1712,447.1266,407.1341
10,(+/-)-Rutaretin_diglycoside,C14H14O5,FVFQELHSZVFPDZ-UHFFFAOYSA-N  ,CC(C)(C1CC2=C(O1)C(=C3C(=C2)C=CC(=O)O3)O)O  ,0,587.198,604.2245,609.1799,569.1874
10,3-O-Methylquercetin,C16H12O7,WEPBGSIAWZTEJR-UHFFFAOYSA-N  ,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O  ,0,317.0656,334.0921,339.0475,299.055
10,3-O-Methylquercetin_glycoside,C16H12O7,WEPBGSIAWZTEJR-UHFFFAOYSA-N  ,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O  ,0,479.1189,496.1454,501.1008,461.1083
10,3-O-Methylquercetin_diglycoside,C16H12O7,WEPBGSIAWZTEJR-UHFFFAOYSA-N  ,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O  ,0,641.1722,658.1987,663.1541,623.1616
10,"3,4'-Dihydroxypropiophenone",C9H10O3,HNWIHBDMOYWCGX-UHFFFAOYSA-N,CCC(=O)C1=CC(=C(C=C1)O)O  ,0,167.0703,184.0968,189.0522,149.0597
10,"3,4'-Dihydroxypropiophenone_glycoside",C9H10O3,HNWIHBDMOYWCGX-UHFFFAOYSA-N,CCC(=O)C1=CC(=C(C=C1)O)O  ,0,329.1236,346.1501,351.1055,311.113
10,"3,4'-Dihydroxypropiophenone_diglycoside",C9H10O3,HNWIHBDMOYWCGX-UHFFFAOYSA-N,CCC(=O)C1=CC(=C(C=C1)O)O  ,0,491.1769,508.2034,513.1588,473.1663
10,5-O-Methylgenistein (Isoprunetin),C15H10O5,YSINCDVRUMTOPK-UHFFFAOYSA-N,OC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)O)O,0,271.0601,288.0866,293.042,253.0495
